date,rating,comment_,mark?,comment_clean,total_words
2022-02-28,9.0," ""Best wrestling in a looooong time. Still has things to work on but overall we get weekly great matches and promos and the stories make sense.""",Mark,best wrestling in a looooong time still has things to work on but overall we get weekly great matches and promos and the stories make sense,26
2022-02-27,6.0," ""Overrated, in my book. The company has a lot of strengths, to be sure. The presentation is fun. It has a lot of likeable talents with great careers ahead of them. I personally like the overloaded rotating roster and the win-loss system. There are a lot of good matches. Given a choice between WWE and AEW, I'd watch AEW every time. Unfortunately, the company also has its share of weaknesses that often get overlooked because people are so happy to have a big time alternative to the E. For me, the most glaring flaw is that the booking is completely predictable. There's a lot of telegraphing of what's going to happen because people are either on a roll or they're not or they've been on a roll for far too long. Surprise wins are few and far between. Too many matches rely on the ""fit-in-all-your-spots"" style found in the indies and very little actual ring psychology. There are way too many near-fall kickouts, which, again, is a sign of a lack of understanding of ring psychology -- there are moves that wrestlers shouldn't be able to kick out of without someone else breaking up the count, and no one should *ever* be able to kick out after, say, taking a hit to the head from a foreign object unless someone else is there to make the save. This insults the intelligence of viewers. There is also a lack of consistency when it comes to the company's rules themselves... being the number one contender is important until someone else wins a random one-off special match or just decides to challenge for a belt out of the blue. It's not a bad company but I'm also not quite sure it's what I'm looking for.""",Not a Mark,overrated in my book the company has a lot of strengths to be sure the presentation is fun it has a lot of likeable talents with great careers ahead of them i personally like the overloaded rotating roster and the winloss system there are a lot of good matches given a choice between wwe and aew id watch aew every time unfortunately the company also has its share of weaknesses that often get overlooked because people are so happy to have a big time alternative to the e for me the most glaring flaw is that the booking is completely predictable theres a lot of telegraphing of whats going to happen because people are either on a roll or theyre not or theyve been on a roll for far too long surprise wins are few and far between too many matches rely on the fitinallyourspots style found in the indies and very little actual ring psychology there are way too many nearfall kickouts which again is a sign of a lack of understanding of ring psychology there are moves that wrestlers shouldnt be able to kick out of without someone else breaking up the count and no one should ever be able to kick out after say taking a hit to the head from a foreign object unless someone else is there to make the save this insults the intelligence of viewers there is also a lack of consistency when it comes to the companys rules themselves being the number one contender is important until someone else wins a random oneoff special match or just decides to challenge for a belt out of the blue its not a bad company but im also not quite sure its what im looking for,291
2022-02-27,10.0," ""All elite wrestling is the best pro-wrestling promotion in America. This is a difficult question to answer as there are many great pro-wrestling promotions in America. However, if we are looking at the promotions that have the most elite level athletes, then it is safe to say that the best pro-wrestling promotion in America is likely one of the elite wrestling federations. they have a lot of talent and they always put on a great show.there are a lot of wretling styles in the world and i like all of them but if i had to pick one then i would say elite wrestling is the best pro-wrestling federation in the world""",Mark,all elite wrestling is the best prowrestling promotion in america this is a difficult question to answer as there are many great prowrestling promotions in america however if we are looking at the promotions that have the most elite level athletes then it is safe to say that the best prowrestling promotion in america is likely one of the elite wrestling federations they have a lot of talent and they always put on a great showthere are a lot of wretling styles in the world and i like all of them but if i had to pick one then i would say elite wrestling is the best prowrestling federation in the world,112
2022-02-26,10.0," ""Best Pro Wrestling Promotion In American! Evan In all of the World! There match Are Awesome. there Promo are masterpiece! like wwe They have Fun Wrestlers but they know How To use them and they don't give Them a big push. And There Feud's, especially MJF vs CM Punk, I think all of Them have a Chance To Become Feud of the Year""",Mark,best pro wrestling promotion in american evan in all of the world there match are awesome there promo are masterpiece like wwe they have fun wrestlers but they know how to use them and they dont give them a big push and there feuds especially mjf vs cm punk i think all of them have a chance to become feud of the year,63
2022-02-26,,"""AEW is exactly what Professional Wrestling needed! I love it! So much talent and so many great solid matches!""",,aew is exactly what professional wrestling needed i love it so much talent and so many great solid matches,19
2022-02-21,5.0," ""AEW has given mainstream wrestling fans an alternative to WWE and created a place for indy wrestlers and WWE rejects to find a home. AEW started out as a promising company and is most definitely more appealing to most true wrestling fans than WWE is. They took advantage of a lot of wrestling fans being tired of WWE, but AEW ended up signing a lot of wrestlers they really did not need to sign. The company is interesting enough to check out once in a while (sometimes they have really good matches, usually involving The Lucha Brothers, The Young Bucks or Kenny Omega), but it seems this promotion is overhyped in general. I prefer them over WWE, but it is not like WWE and AEW are the only two promotions in the world (NJPW and NOAH are a lot more interesting than AEW is). We will have to wait and see if AEW will be worthy of a higher rating once they will have been around longer, but a 5.0 or 6.0 seems like a fair rating. I'm giving them a 5.0 for now.""",Not a Mark,aew has given mainstream wrestling fans an alternative to wwe and created a place for indy wrestlers and wwe rejects to find a home aew started out as a promising company and is most definitely more appealing to most true wrestling fans than wwe is they took advantage of a lot of wrestling fans being tired of wwe but aew ended up signing a lot of wrestlers they really did not need to sign the company is interesting enough to check out once in a while sometimes they have really good matches usually involving the lucha brothers the young bucks or kenny omega but it seems this promotion is overhyped in general i prefer them over wwe but it is not like wwe and aew are the only two promotions in the world njpw and noah are a lot more interesting than aew is we will have to wait and see if aew will be worthy of a higher rating once they will have been around longer but a or seems like a fair rating im giving them a for now,181
2022-02-20,10.0," ""AEW is the best wrestling promotion in America. They are giving us what we want. I love their booking and shows.""",Mark,aew is the best wrestling promotion in america they are giving us what we want i love their booking and shows,21
2022-11-02,7.0," ""Definitely overrated by the die-hards, but clearly also one of the best wrestling companies in the world booking wise. There are of course issues. Off the top of my head: the women's scene is still scant and often embarrassing, with two champs that have great character work and promos but amateurish skills; far too often there will be multi-man tag spotfests that are carbon copies of each other week after week; there are plenty of goofy and unskilled individuals and tag teams that the company still haven't shaken off after first getting established 2 years ago; there are plenty of stars they're keeping in limbo by placing them in bland feuds with total nobodies; plus many other annoyances. But forget all that, because this is a company that gives good, standard storytelling with developments and conclusions that feel logical (at least as far as ""wrestling logic"" is expected to go), with the fanbase being for the most part happy with the majority of what has been presented. All the stories/runs developments over the last year involving Omega, Page, Danielson, Cody, MJF, Punk, Kingston, Miro, Darby have ranged from very good to great, and there's no shortage of other stars for them to likewise push and develop in interesting and exciting ways. The company really took a step up in 2021 when they started making all those major signings. Now look at the roster! There's a great mix of absolute stars, great wrestlers on the cusp of becoming stars with the right booking, fantastic young up-and-comers, solid workhorses, past-their-prime veterans who are still good hands, and various other decent mid-carders and lower-carders who help fill up ranks. When rumours star brewing around AEW, they're usually correct AND they're paid off well, which is very rare these days. I personally think that basically all AEW matches that get the ""best match ever! "" reactions are vastly overrated, since I've only given a handful of AEW matches ****1/4 at the absolute highest, but the company still has probably at least one great match every other month, plus a bunch of matches each month ranging from pretty good to very good, ensuring that weekly Dynamite and Rampage episodes are interesting. With all the new and exciting signings, I'm hoping there's an uptick in the number of ****+ matches I see from the company. As long as the financial backing remains stable, this company can hopefully be an engaging western-wrestling alternative for many years to come.""",Mark,definitely overrated by the diehards but clearly also one of the best wrestling companies in the world booking wise there are of course issues off the top of my head the womens scene is still scant and often embarrassing with two champs that have great character work and promos but amateurish skills far too often there will be multiman tag spotfests that are carbon copies of each other week after week there are plenty of goofy and unskilled individuals and tag teams that the company still havent shaken off after first getting established years ago there are plenty of stars theyre keeping in limbo by placing them in bland feuds with total nobodies plus many other annoyances but forget all that because this is a company that gives good standard storytelling with developments and conclusions that feel logical at least as far as wrestling logic is expected to go with the fanbase being for the most part happy with the majority of what has been presented all the storiesruns developments over the last year involving omega page danielson cody mjf punk kingston miro darby have ranged from very good to great and theres no shortage of other stars for them to likewise push and develop in interesting and exciting ways the company really took a step up in when they started making all those major signings now look at the roster theres a great mix of absolute stars great wrestlers on the cusp of becoming stars with the right booking fantastic young upandcomers solid workhorses pasttheirprime veterans who are still good hands and various other decent midcarders and lowercarders who help fill up ranks when rumours star brewing around aew theyre usually correct and theyre paid off well which is very rare these days i personally think that basically all aew matches that get the best match ever reactions are vastly overrated since ive only given a handful of aew matches at the absolute highest but the company still has probably at least one great match every other month plus a bunch of matches each month ranging from pretty good to very good ensuring that weekly dynamite and rampage episodes are interesting with all the new and exciting signings im hoping theres an uptick in the number of matches i see from the company as long as the financial backing remains stable this company can hopefully be an engaging westernwrestling alternative for many years to come,406
2022-10-02,8.0," ""Not just a good alternative to the WWE, but also a really good wrestling promotion in it's own right and in its short time has already produced some legendary PPV's. Sometimes the production is a bit wonky and definitely not on the same level as WWE, but the match quality is great for the most part with a deep roster that has already made it so that they needed a second show. There's still a lot of work to be done, but it is the best mainstream wrestling company by a long way at the moment.""",Mark,not just a good alternative to the wwe but also a really good wrestling promotion in its own right and in its short time has already produced some legendary ppvs sometimes the production is a bit wonky and definitely not on the same level as wwe but the match quality is great for the most part with a deep roster that has already made it so that they needed a second show theres still a lot of work to be done but it is the best mainstream wrestling company by a long way at the moment,96
2022-07-02,,"""This new promotion has really given me a real feeling of excitement. It emphasizes everything I love about wrestling, and has done away with all the aspects of wrestling I don't.""",,this new promotion has really given me a real feeling of excitement it emphasizes everything i love about wrestling and has done away with all the aspects of wrestling i dont,31
2022-07-02,9.0,"""Currently the best thing Wrestling has to offer in the USA. The shows entertain me every week and you just do not know what happened. This moment that you absolutely have to turn on next week to see how it continues, the creates Aew very muchOften. What they also create are young emerging stars: MJF, Jungle Boy, Darby Allin, Sammy Guevara, .... of the 2 hours show is usually the majority really entertaining and viewable. Small exception maybe the inexperienced Women's Division. ThereBut Has Aew also made a good step and with Britt Baker found the star the star you needed. What I like very much is the edgy and ""brutal"" what you get from time to time. Death Matches belong to AewIn addition. But that's natural, it is likely to be better than the unity porridge of the WWE. """,Mark,currently the best thing wrestling has to offer in the usa the shows entertain me every week and you just do not know what happened this moment that you absolutely have to turn on next week to see how it continues the creates aew very muchoften what they also create are young emerging stars mjf jungle boy darby allin sammy guevara of the hours show is usually the majority really entertaining and viewable small exception maybe the inexperienced womens division therebut has aew also made a good step and with britt baker found the star the star you needed what i like very much is the edgy and brutal what you get from time to time death matches belong to aewin addition but thats natural it is likely to be better than the unity porridge of the wwe,138
2022-01-30,9.0," ""AEW still have a lot of problems to iron out, but they are undoubtedly the best mainstream wrestling promotion in the world right now. Everything from the in-ring wrestling to the storylines and quality of talent is top notch. They still have a ways to go in production and they have fallen victim to some unfortunate and embarrassing mishaps over the years, but AEW is unmatched in terms of quality right now.""",Mark,aew still have a lot of problems to iron out but they are undoubtedly the best mainstream wrestling promotion in the world right now everything from the inring wrestling to the storylines and quality of talent is top notch they still have a ways to go in production and they have fallen victim to some unfortunate and embarrassing mishaps over the years but aew is unmatched in terms of quality right now,72
2022-01-29,6.0," ""The wrestling especially on the Pay-Per-Views is great, however I do not like the booking much, and the overly large roster. I can't get into the tv shows as it seems like they do not try hard enough on each show.""",Not a Mark,the wrestling especially on the payperviews is great however i do not like the booking much and the overly large roster i cant get into the tv shows as it seems like they do not try hard enough on each show,41
2022-01-28,10.0," ""AEW has completely reinvigorated my love for Pro Wrestling. It's a fun show to watch and talk about with my friends every week.""",Mark,aew has completely reinvigorated my love for pro wrestling its a fun show to watch and talk about with my friends every week,23
2022-01-27,9.0," ""Finally after 20 plus years, WWE has its competition. And it is getting better as time progresses. This promotion giving us what we want and exceeds expectations. Stars that were ignored by WWE has their chance to shine. I've never been so happy considering this promotion as the best alternative to American Pro-Wrestling. Tag team matches are top tier, the way they chose a champion is valid and they have proper lenghty reign, great talented roster, promising future stars like MJF, Britt Baker, Darby Allin, Sammy Guevara showing their best exposure, what else do you want to see on AEW. Tony Khan despite having no experience on how pro-wrestling works prior on creation of AEW, he delivered us a great show to remember time after time. AEW bringing back some lapsed fans who lost faith in WWE and pro-wrestling in general. I hope they continue making us happy. If they continue to give us good quality wrestling for few more years, I would consider giving this a 10 but for now, 9 is my rating.""",Mark,finally after plus years wwe has its competition and it is getting better as time progresses this promotion giving us what we want and exceeds expectations stars that were ignored by wwe has their chance to shine ive never been so happy considering this promotion as the best alternative to american prowrestling tag team matches are top tier the way they chose a champion is valid and they have proper lenghty reign great talented roster promising future stars like mjf britt baker darby allin sammy guevara showing their best exposure what else do you want to see on aew tony khan despite having no experience on how prowrestling works prior on creation of aew he delivered us a great show to remember time after time aew bringing back some lapsed fans who lost faith in wwe and prowrestling in general i hope they continue making us happy if they continue to give us good quality wrestling for few more years i would consider giving this a but for now is my rating,172
2022-01-24,6.0," ""AEW is the best promotion in America right now, but this doesn't mean it is the 8th Wonder of the World. Yes, they have good matches and good segments but most of the show is infested by wrestling garbage. Every match in AEW have a table spot, the rules are not followed (or when they are, is by convinience), they have a bunch of silly characters and jokes and most of the roster just do it to get a 4.5 star rating from Meltzer.""",Not a Mark,aew is the best promotion in america right now but this doesnt mean it is the wonder of the world yes they have good matches and good segments but most of the show is infested by wrestling garbage every match in aew have a table spot the rules are not followed or when they are is by convinience they have a bunch of silly characters and jokes and most of the roster just do it to get a star rating from meltzer,82
2022-01-21,6.0,"""Time for a cautious appreciation ... AEW is on a good way to recover from the high phase of the pandemic; whose shows are thanks to the return of the audience, which in most cases very loud, committed, honest and with heart-blood in the matter is much better than even before the semi-empty ranks, which seems properly laminating the still existing weaknesses of the product and make it often more entertaining than it is likely to be without an audience ... The league looks in her presentation, after two Years of TV broadcasting is always more professional and simply entertaining than that for years only stagnating and ÖDE WWE product ... One of AEWS's greatest strengths, the creative freedom that is granted to the actors and the courage to often make unconventional decisions, but is always One of the biggest weaknesses of the Khan league ... often the shows from segments, whose content is more than ""Crinworthy"" over and the league allows Fe Helised benevolow the wrestlers compared to simply too many freedoms, which indicated that this is unpredictable and spontaneous, but also often effectively look, if it is still embarrassed, if the remains of the hardcore PWG-NJPW (in whose weakest moments) and indy audiences followed becomes and it becomes possible comedy segments and lasting ""hotshotting"" without meaning and understood but at the expense of logic and the meaningfulness of the booking ... Tony Khan increases noticeably in his experience as a creative maestro of the whole, but also suffers from Dynamite again and again under a poor structuring, contextless stories and illogical segments, so that the shows often feel very schizophrenic ... on the one hand, there are finally large and capable stars, which are usually used well as Danielson, Punk, MJF , Adam Page, Darby Allin, Malakai Black, Eddie Kingston, Miro etc., which regularly for really big and epic moments in- and A from the ring, on the other hand, there are also bright batches such as the elite guys, the best friends, or Mr. Egomaniac Himself, Cody Rhodes, which unfortunately put too often embarrassed quark on the legs that the total product shuts down .... in this sense I still keep my fingers crossed that it will continue to collect momentum and continues to be serious and strong, emphasizing, especially on serious, WWE alternative ... the prerequisites would at least all exist """,Not a Mark,time for a cautious appreciation aew is on a good way to recover from the high phase of the pandemic whose shows are thanks to the return of the audience which in most cases very loud committed honest and with heartblood in the matter is much better than even before the semiempty ranks which seems properly laminating the still existing weaknesses of the product and make it often more entertaining than it is likely to be without an audience the league looks in her presentation after two years of tv broadcasting is always more professional and simply entertaining than that for years only stagnating and öde wwe product one of aewss greatest strengths the creative freedom that is granted to the actors and the courage to often make unconventional decisions but is always one of the biggest weaknesses of the khan league often the shows from segments whose content is more than crinworthy over and the league allows fe helised benevolow the wrestlers compared to simply too many freedoms which indicated that this is unpredictable and spontaneous but also often effectively look if it is still embarrassed if the remains of the hardcore pwgnjpw in whose weakest moments and indy audiences followed becomes and it becomes possible comedy segments and lasting hotshotting without meaning and understood but at the expense of logic and the meaningfulness of the booking tony khan increases noticeably in his experience as a creative maestro of the whole but also suffers from dynamite again and again under a poor structuring contextless stories and illogical segments so that the shows often feel very schizophrenic on the one hand there are finally large and capable stars which are usually used well as danielson punk mjf adam page darby allin malakai black eddie kingston miro etc which regularly for really big and epic moments in and a from the ring on the other hand there are also bright batches such as the elite guys the best friends or mr egomaniac himself cody rhodes which unfortunately put too often embarrassed quark on the legs that the total product shuts down in this sense i still keep my fingers crossed that it will continue to collect momentum and continues to be serious and strong emphasizing especially on serious wwe alternative the prerequisites would at least all exist,386
2022-01-21,10.0," ""The hottest wrestling company in North America at the moment. The in-ring quality is great and there are storylines with payoffs. This is a company where I can tune in weekly to the main shows and actually be invested. There have been some excellent free-agent pickups with Chris Jericho (helped give AEW legitimacy), Jon Moxley (the first prime star to cross over), CM Punk (the long awaited return of a legend), Adam Cole and Bryan Danielson. Even with the stacked upper card, young stars such as Daniel Garcia, MJF and Sammy Guervara are given a chance to shine. The progression of the current AEW Champion Adam Page has beem one of my fav stories so far in AEW.""",Mark,the hottest wrestling company in north america at the moment the inring quality is great and there are storylines with payoffs this is a company where i can tune in weekly to the main shows and actually be invested there have been some excellent freeagent pickups with chris jericho helped give aew legitimacy jon moxley the first prime star to cross over cm punk the long awaited return of a legend adam cole and bryan danielson even with the stacked upper card young stars such as daniel garcia mjf and sammy guervara are given a chance to shine the progression of the current aew champion adam page has beem one of my fav stories so far in aew,118
2022-01-18,10.0," ""Right now it's the best company on US TV. Its got a great mix of in ring styles. They do a lot great old school things while also trying different new school approaches. And no matter what you want to say AEW is competing with WWE already. So many other companies are shut down and forgetting by year 3 in the post Monday Night War era.""",Mark,right now its the best company on us tv its got a great mix of in ring styles they do a lot great old school things while also trying different new school approaches and no matter what you want to say aew is competing with wwe already so many other companies are shut down and forgetting by year in the post monday night war era,65
