date,rating,comment_,mark?,comment_clean,total_words
2020-12-09,9.0," ""For me, it's the best lucha libre promotion on the face of the Earth. While the wrestling quality is a bit worse than CMLL, their overall presentation and their international cooperation is their best feature. They have well known wrestlers, very intense storylines, great feuds, professional commentary, awesome events and they upload most of their shows on their YT channel. To sum up, the best wrestling in Mexico and one of the best companies on world arena.""",Mark,for me its the best lucha libre promotion on the face of the earth while the wrestling quality is a bit worse than cmll their overall presentation and their international cooperation is their best feature they have well known wrestlers very intense storylines great feuds professional commentary awesome events and they upload most of their shows on their yt channel to sum up the best wrestling in mexico and one of the best companies on world arena,77
2019-08-23,6.0," ""Wish they would focus a little more on the hardcore aspects for my tastes, but from what I've seen they're a fun promotion that can occasionally drop the ball big time.""",Not a Mark,wish they would focus a little more on the hardcore aspects for my tastes but from what ive seen theyre a fun promotion that can occasionally drop the ball big time,31
2019-01-30,4.0," ""With the exception of its first three or four years, Triple A has always been a highly unstable company; although I think that few people outside Mexico understand how important it was and how it changed the lucha libre scenario forever. Unfortunately its quality has been very poor for a long time, with stories that are always the same (evil foreigners wanting to take control), bad wrestling, EXCESSIVE use of interferences and a poor level of production even though it is not a small company .""",Not a Mark,with the exception of its first three or four years triple a has always been a highly unstable company although i think that few people outside mexico understand how important it was and how it changed the lucha libre scenario forever unfortunately its quality has been very poor for a long time with stories that are always the same evil foreigners wanting to take control bad wrestling excessive use of interferences and a poor level of production even though it is not a small company,85
2019-01-19,8.0,"""Meanwhile, the better and even larger of the two large Lucha Libre Lübne. CMLL is the far more traditional league, but AAA has now the better Roster that besides big stars of the Lucha Libre (Drago, Fenix, Pentago, Texano Jr., etc.)also has international stars like Johnny Mundo or Brian Cage. In general, it is the international league, which also could win through cooperation with leagues like Impact Wrestling or not least Lucha Underground also great popularity in America. With Triplemania you also have an annual big showwho can certainly be a big highlight in the wrestling year. """,Mark,meanwhile the better and even larger of the two large lucha libre lübne cmll is the far more traditional league but aaa has now the better roster that besides big stars of the lucha libre drago fenix pentago texano jr etcalso has international stars like johnny mundo or brian cage in general it is the international league which also could win through cooperation with leagues like impact wrestling or not least lucha underground also great popularity in america with triplemania you also have an annual big showwho can certainly be a big highlight in the wrestling year,97
2018-11-09,4.0," ""AAA is a sort of loveable mess. Their booking in recent years has been all over the place and you never know where they're gonna take you next.""",Not a Mark,aaa is a sort of loveable mess their booking in recent years has been all over the place and you never know where theyre gonna take you next,28
2018-01-22,6.0,"""AAA is the mirrored CMLL. Much more modern and better what the entertainment factor is concerned but by far not so constant but rather walking between genius and madness. They have good storylines and great moments and then again incidents and matches where you only shake with the head. First to the positive: The roster is good and has in addition to large Mexican names also to offer international as Johnny Mundo. In addition, one has partially innovative ideas see Lucha Underground. In addition, you can show good matches in the Main Events and generate the mood especially in the main events, see the demasking of Dr. Wagner at the last Triplemania. But Keyword Triplemania is also the other side. Because in the Midcard and Undercard are always ufucks and scandals to see (only two times to call from the last Triplemania: 1. This comic day Team Battle Royal or What that should be nobody understood. 2. The Shoot of Sexy Star). Overall, I would like to give 6 points, there AAA despite his blemish and scandals also with the many different divisions and viewers who draw something good for Mexican wrestling do. """,Not a Mark,aaa is the mirrored cmll much more modern and better what the entertainment factor is concerned but by far not so constant but rather walking between genius and madness they have good storylines and great moments and then again incidents and matches where you only shake with the head first to the positive the roster is good and has in addition to large mexican names also to offer international as johnny mundo in addition one has partially innovative ideas see lucha underground in addition you can show good matches in the main events and generate the mood especially in the main events see the demasking of dr wagner at the last triplemania but keyword triplemania is also the other side because in the midcard and undercard are always ufucks and scandals to see only two times to call from the last triplemania this comic day team battle royal or what that should be nobody understood the shoot of sexy star overall i would like to give points there aaa despite his blemish and scandals also with the many different divisions and viewers who draw something good for mexican wrestling do,190
2017-01-23,2.0," ""This company is money strapped and is a big hot mess. Imagine giving this company now a 10. Its not even a 5. It's less than 4. What a joke of a wrestling company AAA has become. At one point they were doing fantastic business. Those days are long behind them. Bad management is mostly to blame.""",Not a Mark,this company is money strapped and is a big hot mess imagine giving this company now a its not even a its less than what a joke of a wrestling company aaa has become at one point they were doing fantastic business those days are long behind them bad management is mostly to blame,54
2017-01-05,8.0,"""For me, the better of the two big Mexican promotions. AAA has gone to CMLL in the case of CMLL and now pushes over Lu on the US market. At AAA, the better wrestlers are under contract u. A. Also which, notFrom Mexico come. The shows are professionally raised and events like Triplemania are highlights in the international wrestling calendar. Negative for me is the excess of titles. """,Mark,for me the better of the two big mexican promotions aaa has gone to cmll in the case of cmll and now pushes over lu on the us market at aaa the better wrestlers are under contract u a also which notfrom mexico come the shows are professionally raised and events like triplemania are highlights in the international wrestling calendar negative for me is the excess of titles,68
2016-11-13,6.0," ""It is not a bad promotion but it is not in its best moments. Many Wrestlers quits up the company. They lost a great talent like Fenix. They have many talented Wrestlers like Pentagon JR and they have them doing nothing with He´s. I hope it gets better.""",Not a Mark,it is not a bad promotion but it is not in its best moments many wrestlers quits up the company they lost a great talent like fenix they have many talented wrestlers like pentagon jr and they have them doing nothing with he´s i hope it gets better,48
2016-10-20,8.0," ""The more modern with a blend of classic style of lucha libre, excellent type of wrestling and a huge sensation of a highly impact action. Outstanding performances by all famous and legendary luchadors even the classic performers join this upstanding sensation luchafest""",Mark,the more modern with a blend of classic style of lucha libre excellent type of wrestling and a huge sensation of a highly impact action outstanding performances by all famous and legendary luchadors even the classic performers join this upstanding sensation luchafest,42
2016-05-07,7.0,"""AAA is not Mexico's largest league, but the most entertaining. While on the CMLL on traditional Lucha Libre, you show a lot of entertainment at the AAA. However, the Roldans are straight on the cart against the wall with their strange statements and annoyancesThe worker. Nevertheless, a product that you can always view yourself, if you have something for Lucha Entertainment. """,Mark,aaa is not mexicos largest league but the most entertaining while on the cmll on traditional lucha libre you show a lot of entertainment at the aaa however the roldans are straight on the cart against the wall with their strange statements and annoyancesthe worker nevertheless a product that you can always view yourself if you have something for lucha entertainment,61
2016-04-16,5.0," ""This is no 10. It isn't even a fucking 6. It is a mess. It happens to showcase everyone's favorite Scrappy Doo promotion wrestlers.""",Not a Mark,this is no it isnt even a fucking it is a mess it happens to showcase everyones favorite scrappy doo promotion wrestlers,22
2015-09-02,10.0," ""AAA is a very good wrestling promotion, Since their Inaugral year they are showcasing good shows and good Lucha style. The Wrestlers which have wrestled in AAA got a big attraction later their respective careers (Rey Mysterio, Eddie Guerrero, 2 Cold Scorpio, Psicosis, Juventud Guerrero and many more) their shows enjoyable and i think in Future AAA will become one of the best promotion in World.""",Mark,aaa is a very good wrestling promotion since their inaugral year they are showcasing good shows and good lucha style the wrestlers which have wrestled in aaa got a big attraction later their respective careers rey mysterio eddie guerrero cold scorpio psicosis juventud guerrero and many more their shows enjoyable and i think in future aaa will become one of the best promotion in world,65
2015-06-20,9.0," ""Real, High and Excelent wrestling. The prestige of the masks and hair is very good and the show have some real good matches. Its very underrated cause is not a show like with all the lights, theme and that but is real good wrestling.""",Mark,real high and excelent wrestling the prestige of the masks and hair is very good and the show have some real good matches its very underrated cause is not a show like with all the lights theme and that but is real good wrestling,44
2015-01-05,7.0,"""A league that can look back on a long past and always offered at a constant proper level wrestling.""",Mark,a league that can look back on a long past and always offered at a constant proper level wrestling,19
2013-08-10,8.0,"""Cool Sports Entertainment in Lucha Libre style. CMLL is the traditional league, AAA simply offers more variety and looks more modern.""",Mark,cool sports entertainment in lucha libre style cmll is the traditional league aaa simply offers more variety and looks more modern,21
2011-09-05,5.0,"""IWRG and CMLL put this league loose. Not worth seeing for a long time. 5 points are available for the strong years in the 90s.""",Not a Mark,iwrg and cmll put this league loose not worth seeing for a long time points are available for the strong years in the,23
2011-08-10,8.0,"""Better for me better, the two big Mex leagues.""",Mark,better for me better the two big mex leagues,9
2011-06-26,8.0,"""If you want to put it this way: AAA is an alternative for former WWE fans who are no longer satisfied with the in-ring product of the US league. It offers nice storylines (sometimes something to be turned), waits with solid to good wrestlingon and has the concept with the few PPV's, which are also presented with the Six Sided Ring as something special, a certain charm, which makes the big events seem much more important. Although the CMLL is superior to the wrestlier around lengthsBut due to a lesser focus on storylines do not shackle as much as AAA! """,Mark,if you want to put it this way aaa is an alternative for former wwe fans who are no longer satisfied with the inring product of the us league it offers nice storylines sometimes something to be turned waits with solid to good wrestlingon and has the concept with the few ppvs which are also presented with the six sided ring as something special a certain charm which makes the big events seem much more important although the cmll is superior to the wrestlier around lengthsbut due to a lesser focus on storylines do not shackle as much as aaa,100
2010-08-23,8.0,"""Good, bad, despite a big bordel backstage, in-ring talent and long interesting storylines""",Mark,good bad despite a big bordel backstage inring talent and long interesting storylines,13
2010-02-20,7.0,"""A good Lucha league that offers very good Spot Wrestling. However, this league is not suitable for spot-wrestling hassers.""",Mark,a good lucha league that offers very good spot wrestling however this league is not suitable for spotwrestling hassers,19
2009-12-29,9.0,"""I'm a big AAA fan. On the one hand, I like the iridescent, the big arenas, the attempts to try something new, as well as many storylines and most of the matches. And on Triplemania I am pleased every year at least as much as Wrestlemania""",Mark,im a big aaa fan on the one hand i like the iridescent the big arenas the attempts to try something new as well as many storylines and most of the matches and on triplemania i am pleased every year at least as much as wrestlemania,46
2009-05-01,4.0,"""If you look at what is often offered in the AAA today ... So stunning is no more. And somehow the count of the frier is very slow. That takes a lot of dynamics away.""",Not a Mark,if you look at what is often offered in the aaa today so stunning is no more and somehow the count of the frier is very slow that takes a lot of dynamics away,34
2008-11-06,4.0,"""Oh aaa ... you were so good, in the 90s, that was a big cinema. Today you're just a shadow of your own, just like your former superstars.""",Not a Mark,oh aaa you were so good in the that was a big cinema today youre just a shadow of your own just like your former superstars,26
2008-02-23,6.0,"""The other good promotion of Mexico, but it is clearly in the shade of CMLL!""",Not a Mark,the other good promotion of mexico but it is clearly in the shade of cmll,15
2007-10-29,4.0,"""I do not want to underestimate this league in any case, but what I saw of this league was definitely so good, is a matter of taste a few loves this league others hate you!""",Not a Mark,i do not want to underestimate this league in any case but what i saw of this league was definitely so good is a matter of taste a few loves this league others hate you,35
