date,rating,comment_,mark?,comment_clean,total_words
2021-05-05,8.0," ""Entertaining and enjoyable concept. I love the wrestling and the characters. I wish more people would watch it.""",Mark,entertaining and enjoyable concept i love the wrestling and the characters i wish more people would watch it,18
2021-03-10,9.0," ""For a brief period of time, Lucha Underground wasn't just my favorite promotion on the planet, it was the only one I watched. While you can say that the show ended with a whimper during season 4, the first three years of LU featured some of the most memorable characters and had some of the best moments of the 2010s.""",Mark,for a brief period of time lucha underground wasnt just my favorite promotion on the planet it was the only one i watched while you can say that the show ended with a whimper during season the first three years of lu featured some of the most memorable characters and had some of the best moments of the,58
2021-03-02,1.0,"""Lu I found the beginning really refreshing and entertaining. With the time, the abstruse stories have taken over hand and gives me the feeling, as if I would see a trashful fantasy series instead of a wrestling show. Very repetitive was also the wrestling itself,At some point I was overdressed to the permanent jumper and loudly clapping kicks. The idea of connecting cineastic elements with wrestling is basically not bad. But the wrestling must always be the focus and what is more important to be connected with meaningful stories. The showCoarse with time rather an abstruse fantasy movie, which I can under no circumstances be good. So good the basic idea may be. """,Not a Mark,lu i found the beginning really refreshing and entertaining with the time the abstruse stories have taken over hand and gives me the feeling as if i would see a trashful fantasy series instead of a wrestling show very repetitive was also the wrestling itselfat some point i was overdressed to the permanent jumper and loudly clapping kicks the idea of connecting cineastic elements with wrestling is basically not bad but the wrestling must always be the focus and what is more important to be connected with meaningful stories the showcoarse with time rather an abstruse fantasy movie which i can under no circumstances be good so good the basic idea may be,113
2021-02-19,4.0," ""Assets: Managed to present lucha libre in a manner to make it more accessible to North American audiences. Was an innovator in improving how wrestling is produced for television. Served as a launching pad for a variety of wrestlers to either become stars or to return to prominence. - - - Flaws: Their absolute refusal to treat the show like a wrestling promotion proved to be their downfall. Was mismanaged and was ultimately sued by their own wrestlers so their moribund contracts could be terminated. The promotion's heat went ice cold by the end of the promotion's lifespan. - - - Promotion Potential: Defunct minor league promotion.""",Not a Mark,assets managed to present lucha libre in a manner to make it more accessible to north american audiences was an innovator in improving how wrestling is produced for television served as a launching pad for a variety of wrestlers to either become stars or to return to prominence  flaws their absolute refusal to treat the show like a wrestling promotion proved to be their downfall was mismanaged and was ultimately sued by their own wrestlers so their moribund contracts could be terminated the promotions heat went ice cold by the end of the promotions lifespan  promotion potential defunct minor league promotion,101
2021-01-14,10.0," ""I miss everything about you Lucha Underground. Your crazy storytelling filled with mystical and amazing segments that actually advance the plot, the crazy match stipulations and who can forget the characters, hell even the arena made it feel more genuine. I wish LU would come back to us.""",Mark,i miss everything about you lucha underground your crazy storytelling filled with mystical and amazing segments that actually advance the plot the crazy match stipulations and who can forget the characters hell even the arena made it feel more genuine i wish lu would come back to us,48
2020-12-04,10.0," ""After I watched the first episode of this tv show, I knew the history is happening on my eyes. Till this day, I have never seen such exciting wrestling on TV like Lucha Underground. Almost every episode had a 5-star match and the storyline was always so interesting I could not wait till the next week. For many amazing wrestlers, Lucha Underground was a turning point in their careers. This is where I saw Drago, Pentagon Jr, Jack Evans, Matt Cross, Brian Cage, AR Fox and many, many more. Dario Cueto is still the best wrestling promoter I've ever seen. To sum up, Lucha Underground was the best wrestling TV show I've ever seen.""",Mark,after i watched the first episode of this tv show i knew the history is happening on my eyes till this day i have never seen such exciting wrestling on tv like lucha underground almost every episode had a match and the storyline was always so interesting i could not wait till the next week for many amazing wrestlers lucha underground was a turning point in their careers this is where i saw drago pentagon jr jack evans matt cross brian cage ar fox and many many more dario cueto is still the best wrestling promoter ive ever seen to sum up lucha underground was the best wrestling tv show ive ever seen,113
2020-12-03,9.0,"""If it has been trapped in this product since the first season. One has a idea of processing a wrestling TV show in several seasons, incredibly highly implemented. The seasons 1-3 were absolutely worth seeing, the 4 is then flattened. Nevertheless,A product where you should definitely look by. """,Mark,if it has been trapped in this product since the first season one has a idea of processing a wrestling tv show in several seasons incredibly highly implemented the seasons were absolutely worth seeing the is then flattened neverthelessa product where you should definitely look by,46
2020-09-01,5.0," ""Once the hot new thing, this promotion/TV show derailed pretty quickly. LU has never shunned to market itself as a story-driven TV series just as much as a pro wrestling show and, for a while, it succeeded as both: the two first seasons built a gritty, almost B-movie-like world around some familiar faces and soon-to-be globally famous superstars, which served its purpose as a background to some formidable in-ring action. But then, season 3 came in and LU was already becoming plagued with problems behind the scenes regarding production, contracts and a turmoiled relationship with AAA. All of this reflected into the product: the main storylines were getting more convoluted, side-storylines were getting pointless at best and borderline stupid at worst, wrestlers came and went without (kayfabe) rhyme or reason and the in-ring action was reduced to spotfests that seemed to have little to no planning behind them (considering a good part of the roster had low morale and/or had little time to record their parts by then, it's somewhat justified). By season 4, not only the reduced budget and lawsuits had already made the show unsustainable, but the booking, the storylines and the matches were getting even worse. While many pleaded for a 5th season and the more optimistic even thought there was a way to make LU return to its glory days, the harsh truth is the show was beyond saving by that point. Ironically, what made LU special in the begining was it's curse at its end: hardly any storyline had a satisfying resolution, either feeling rushed or stepping into a cliffhanger. In that regard, LU, nowadays, is actually praised more for what they tried to do than what they actually accomplished: you'll see a lot of people complimenting them for implementing kayfabe-heavy storylines, but not the actual pay-offs to those. And the sad thing is all of that could be mostly forgiven, if they at least had strong booking and matches to make-up for it, but they weren't faring better as a pro wrestling show either. Now, one of their executive producers has expressed his desire of rebooting the entire show if they ever got a season 5 - while there is no possibility of a new season ever happening by this point, I would love to see a spiritual successor for that show in another network, with entirely new wrestlers, new storylines and even a new setting (as long as the team has learned from their mistakes, that is).""",Not a Mark,once the hot new thing this promotiontv show derailed pretty quickly lu has never shunned to market itself as a storydriven tv series just as much as a pro wrestling show and for a while it succeeded as both the two first seasons built a gritty almost bmovielike world around some familiar faces and soontobe globally famous superstars which served its purpose as a background to some formidable inring action but then season came in and lu was already becoming plagued with problems behind the scenes regarding production contracts and a turmoiled relationship with aaa all of this reflected into the product the main storylines were getting more convoluted sidestorylines were getting pointless at best and borderline stupid at worst wrestlers came and went without kayfabe rhyme or reason and the inring action was reduced to spotfests that seemed to have little to no planning behind them considering a good part of the roster had low morale andor had little time to record their parts by then its somewhat justified by season not only the reduced budget and lawsuits had already made the show unsustainable but the booking the storylines and the matches were getting even worse while many pleaded for a season and the more optimistic even thought there was a way to make lu return to its glory days the harsh truth is the show was beyond saving by that point ironically what made lu special in the begining was its curse at its end hardly any storyline had a satisfying resolution either feeling rushed or stepping into a cliffhanger in that regard lu nowadays is actually praised more for what they tried to do than what they actually accomplished youll see a lot of people complimenting them for implementing kayfabeheavy storylines but not the actual payoffs to those and the sad thing is all of that could be mostly forgiven if they at least had strong booking and matches to makeup for it but they werent faring better as a pro wrestling show either now one of their executive producers has expressed his desire of rebooting the entire show if they ever got a season  while there is no possibility of a new season ever happening by this point i would love to see a spiritual successor for that show in another network with entirely new wrestlers new storylines and even a new setting as long as the team has learned from their mistakes that is,409
2020-04-22,10.0,"""The first three seasons was Lucha Underground Mega well and the storytelling as well as the gimmicks and feuds were great. Unfortunately, Season 4 was much worse than the first 3 and Lucha underground will probably no longer be continued. Too bad during Season 1 was Lucha UndergroundMega. """,Mark,the first three seasons was lucha underground mega well and the storytelling as well as the gimmicks and feuds were great unfortunately season was much worse than the first and lucha underground will probably no longer be continued too bad during season was lucha undergroundmega,45
2019-11-27,10.0," ""It's 2019 and other promotions are still trying to catch up to what was done on this show back in 2014.""",Mark,its and other promotions are still trying to catch up to what was done on this show back in,19
2019-10-15,8.0," ""I have decided to up my rating from a 6 to an 8. I still hate their over the top storylines and gimmicks but goddamn are the matches great! They also get points for standing out.""",Mark,i have decided to up my rating from a to an i still hate their over the top storylines and gimmicks but goddamn are the matches great they also get points for standing out,34
2019-07-25,9.0," ""Admittedly, it took me a while to get into LU. I was not a fan of the copious amounts of editing done to the matches & the anti-sports feel in favor of the sci-fi nature. But after giving it three or four different chances, it won me over & I really grew to love it as something very different. I'm really quite sad that it seems to be dead and never even got a farewell special.""",Mark,admittedly it took me a while to get into lu i was not a fan of the copious amounts of editing done to the matches the antisports feel in favor of the scifi nature but after giving it three or four different chances it won me over i really grew to love it as something very different im really quite sad that it seems to be dead and never even got a farewell special,74
2019-06-30,8.0," ""Lucha Underground proved to be something different from every other promotions. Great roster, perfect storytelling with a stronge keyfabe. The first season had a huge impact. Its roster was amazing: Son of Havoc, Pentagon Jr. , King Cuerno, Mil Muertes, Prince Puma, Johnny Mundo and so many others brilliant wrestlers. From the second season it started to lose popularity even with some big names like Rey Mysterio, and some bad decisions about contracts got it to its end after a boring fourth season. I think it's a lost opportunity because it was an amazing project, but it did not last its expectations.""",Mark,lucha underground proved to be something different from every other promotions great roster perfect storytelling with a stronge keyfabe the first season had a huge impact its roster was amazing son of havoc pentagon jr king cuerno mil muertes prince puma johnny mundo and so many others brilliant wrestlers from the second season it started to lose popularity even with some big names like rey mysterio and some bad decisions about contracts got it to its end after a boring fourth season i think its a lost opportunity because it was an amazing project but it did not last its expectations,101
2019-04-08,8.0," ""For a long time, this was the only wresting show I would watch, because I did not consider it as a wrestling show. I saw it as a television drama series that included great wrestling, and that is what Lucha Underground it. Different, but mesmerizing. The stories told, the matches they have produced which, I find, many are MOTY caliber. I gave it an 8 because it seems to be dwindling down and becoming just another wrestling company, with a very average 4th season, but I'm leaving this open to a future review based on what's coming next, if there is anything coming.""",Mark,for a long time this was the only wresting show i would watch because i did not consider it as a wrestling show i saw it as a television drama series that included great wrestling and that is what lucha underground it different but mesmerizing the stories told the matches they have produced which i find many are moty caliber i gave it an because it seems to be dwindling down and becoming just another wrestling company with a very average season but im leaving this open to a future review based on whats coming next if there is anything coming,101
2019-02-09,10.0,"""Lucha Underground is definitely the progressive wrestling league of recent years, on several levels. The concept itself is awesome to raise wrestling as a series, which brings many advantages that do not have other leagues. So you can z. B. Each Seasonen previously completely plan and write every character exactly and plan well, so that there are scarce booking wrong decisions in all four Seasons, which is certainly due to the seeing good wristern, because the characters developed here are partly awesome and there is no one that was too wrong. This is also the strong roster, because Lu took over a market that was hardly used in the US, the Mexican wrestling, with which they have many large established stars like Aerostar, Drago, Texano El Patron, great legends like Chavo, Blue Demon Jr. or Dr. Wagner Jr. could also have new stars and new gimmicks have built like Pentagon, Fenix, King Cuerno, Prince Puma O The Mil Muertes. This radian is simply ingenious and accordingly strong are the matches. In almost every episode there is a very strong match and the big matches delivered almost everyone. Although wrestling technically, there is a lot of Spotwrestling, which is also wearing after some time, but still they could reinvent himself again and again. The feuds and stories are also awesome and large storystreams with complex characters such as Dario Cueto, Matanza or Mil Muertes and Catrina were brilliantly implemented with many strong filmically mounted video clips. Such certainly sometimes is trashy, but wrestling has always been, even in the best feud ever and thus you also feel a hint of Robert Rodriguez in this product. Everyone got a fairground at the end, no one was retained and women were also allowed to compete against men and become a champion, so that there was little disappointment with Lu. Lucha Underground really has the wrestling revolutionier """,Mark,lucha underground is definitely the progressive wrestling league of recent years on several levels the concept itself is awesome to raise wrestling as a series which brings many advantages that do not have other leagues so you can z b each seasonen previously completely plan and write every character exactly and plan well so that there are scarce booking wrong decisions in all four seasons which is certainly due to the seeing good wristern because the characters developed here are partly awesome and there is no one that was too wrong this is also the strong roster because lu took over a market that was hardly used in the us the mexican wrestling with which they have many large established stars like aerostar drago texano el patron great legends like chavo blue demon jr or dr wagner jr could also have new stars and new gimmicks have built like pentagon fenix king cuerno prince puma o the mil muertes this radian is simply ingenious and accordingly strong are the matches in almost every episode there is a very strong match and the big matches delivered almost everyone although wrestling technically there is a lot of spotwrestling which is also wearing after some time but still they could reinvent himself again and again the feuds and stories are also awesome and large storystreams with complex characters such as dario cueto matanza or mil muertes and catrina were brilliantly implemented with many strong filmically mounted video clips such certainly sometimes is trashy but wrestling has always been even in the best feud ever and thus you also feel a hint of robert rodriguez in this product everyone got a fairground at the end no one was retained and women were also allowed to compete against men and become a champion so that there was little disappointment with lu lucha underground really has the wrestling revolutionier,313
2019-02-07,9.0,"""Im right at the beginning I have to say that I have not seen far all the consequences. Lucha Underground works for me as a niche product that has its own kind. Here I like the setting, which is the setting of the big onesBut even the indy-typical setting is clearly lifted. That some stories are trash is not a negative criterion in my eyes, as I personally wrestling not too serious on the story plain, the annulus is more important to me and here I like this all-killer-No-filler style of Lucha Underground very good. In any case, to some extent, because only high flying is at some point on the nerves. Therefore, Lucha Underground works great for me as a niche product. """,Mark,im right at the beginning i have to say that i have not seen far all the consequences lucha underground works for me as a niche product that has its own kind here i like the setting which is the setting of the big onesbut even the indytypical setting is clearly lifted that some stories are trash is not a negative criterion in my eyes as i personally wrestling not too serious on the story plain the annulus is more important to me and here i like this allkillernofiller style of lucha underground very good in any case to some extent because only high flying is at some point on the nerves therefore lucha underground works great for me as a niche product,123
2018-12-08,9.0," ""Fantastic. I started watching it this summer, i fell in love with it. at a fisrt look i didn't understood it at all, it seemed to me too much stereotipes, too much cartoonics, but nowdays that I started being familiar with it, I really love it. Storylines are great, sometimes to much fantastic but I loved it (Fenix death and ressurrection was fantastic), Characters are ""larger Than Life"" pictoresque as I love them (Jeremia Snake mil muertes Fenix, Penta are my favorites), Matches quality is great, great storytelling and really great athletic ability, plus bloody fights and wars. Lucha has also something of ""grudge, horror"" scene. I really really love it. I give it 9 and not 10 because it is not a real federation: i love the concept i love the fact it is a ""TV series"" style of company, but its very far away from a classical wrestling company, it should be considered differently from other companies. Plus 9 not 10 becouse titles doesn't mean much in lucha, it is more about the carnival and the spectacle than the ""competition"" itself... but it is great, i like watching it , it could possibly be in my top 3 federations in the world right now easly.""",Mark,fantastic i started watching it this summer i fell in love with it at a fisrt look i didnt understood it at all it seemed to me too much stereotipes too much cartoonics but nowdays that i started being familiar with it i really love it storylines are great sometimes to much fantastic but i loved it fenix death and ressurrection was fantastic characters are larger than life pictoresque as i love them jeremia snake mil muertes fenix penta are my favorites matches quality is great great storytelling and really great athletic ability plus bloody fights and wars lucha has also something of grudge horror scene i really really love it i give it and not because it is not a real federation i love the concept i love the fact it is a tv series style of company but its very far away from a classical wrestling company it should be considered differently from other companies plus not becouse titles doesnt mean much in lucha it is more about the carnival and the spectacle than the competition itself but it is great i like watching it it could possibly be in my top federations in the world right now easly,201
2018-11-09,5.0," ""You've got a pre-taped show which means you can cut out and potentially re-do the worse parts of matches but somehow the match quality still isn't consistently great. Combine that with some incredibly convoluted and (at the point where I quit) downright confusing booking.""",Not a Mark,youve got a pretaped show which means you can cut out and potentially redo the worse parts of matches but somehow the match quality still isnt consistently great combine that with some incredibly convoluted and at the point where i quit downright confusing booking,44
2018-10-28,10.0," ""Consistently excellent. Lucha Underground brings everything that's great about the wrestling business - larger than life characters, slightly ridiculous escapism, feats that are genuinely athletically impressive, fantastic in ring storytelling. Striker and Vampiro are the best commentators in the business, hands down, and bring a real ""watching with your mates"" kind of vibe. The competitors on show remain consistently good - with mainstays like Penta, Mil, Mack and Killshot helping to raise the profiles the best up and comers in the business and well-integrated new faces each season. I was worried that the move and lower budget could cause some problems but they continue to use imagination and storytelling to outdo other promotions.""",Mark,consistently excellent lucha underground brings everything thats great about the wrestling business larger than life characters slightly ridiculous escapism feats that are genuinely athletically impressive fantastic in ring storytelling striker and vampiro are the best commentators in the business hands down and bring a real watching with your mates kind of vibe the competitors on show remain consistently good with mainstays like penta mil mack and killshot helping to raise the profiles the best up and comers in the business and wellintegrated new faces each season i was worried that the move and lower budget could cause some problems but they continue to use imagination and storytelling to outdo other promotions,111
2018-10-27,4.0," ""Season One was one of the greatest television wrestling debuts ever, but other seasons have struggled to live up to it. Misuse of great talent, sagging tv ratings and increasingly convoluted storylines ar e just some of the problems this young promotion has struggled with.""",Not a Mark,season one was one of the greatest television wrestling debuts ever but other seasons have struggled to live up to it misuse of great talent sagging tv ratings and increasingly convoluted storylines ar e just some of the problems this young promotion has struggled with,45
2018-10-04,9.0," ""first i wanna say Lucha Underground is another thing :D of some The angle things are unreal :D BUT this is a different between LUG with other companies :D Fantasies are little bit much :D Matches are very hot. i love this promotion cuz they are different and make me laugh sometimes :)) i'am not mocking believe me but i think in long time this would be boring :-s they must think so hard and make a great plans cuz if they wanna continues they need big plan.""",Mark,first i wanna say lucha underground is another thing d of some the angle things are unreal d but this is a different between lug with other companies d fantasies are little bit much d matches are very hot i love this promotion cuz they are different and make me laugh sometimes iam not mocking believe me but i think in long time this would be boring s they must think so hard and make a great plans cuz if they wanna continues they need big plan,87
2018-09-21,6.0," ""The wrestling is hit-and-miss, the angles and storylines border on the surreal, and the announcing flits between decent and horrendous.""",Not a Mark,the wrestling is hitandmiss the angles and storylines border on the surreal and the announcing flits between decent and horrendous,20
2018-09-12,10.0," ""Unlike anything you'll watch in pro wrestling today.  Best way I can describe it is a cross between Mortal Kombat and a DC Comics TV show, so dark and gritty and awesome, if you take it for what it is (a TV show about a wrestling promotion where dudes can be dragons and time-travelling astronauts who have tag team nunchuk fights in bathrooms backstage) The new season (4) has really lost some of the mystique though (the new ring and temple kinda suck) and the roster has been depleted a bit but hopefully it'll pick up.  Still one of the most entertaining and unique shows in pro wrestling and there'll likely be nothing like it again.  Brilliant promotion.""",Mark,unlike anything youll watch in pro wrestling today best way i can describe it is a cross between mortal kombat and a dc comics tv show so dark and gritty and awesome if you take it for what it is a tv show about a wrestling promotion where dudes can be dragons and timetravelling astronauts who have tag team nunchuk fights in bathrooms backstage the new season has really lost some of the mystique though the new ring and temple kinda suck and the roster has been depleted a bit but hopefully itll pick up still one of the most entertaining and unique shows in pro wrestling and therell likely be nothing like it again brilliant promotion,117
2018-07-20,7.0,"""A double-edged sword: on the one hand very innovative and high-quality produced and the wrestlers are mostly great, on the other hand, the"" fake audience ""annoyes quite, sometimes it's pretty trashy and the matches are often really short. And of course it's allPure Spotwrestling, who stands on slow match buildings and piled ring psychology, will not be happy here. But it's fun but definitely, and I hope that the LU after the TV time as a ""real"" promotion can continue. """,Mark,a doubleedged sword on the one hand very innovative and highquality produced and the wrestlers are mostly great on the other hand the fake audience annoyes quite sometimes its pretty trashy and the matches are often really short and of course its allpure spotwrestling who stands on slow match buildings and piled ring psychology will not be happy here but its fun but definitely and i hope that the lu after the tv time as a real promotion can continue,80
2018-06-24,7.0,"""Lucha Underground filled a niche that nobody has seen before. Good business decision with a good concept. The action very directly, the setting atmospheric and the Roster (including Cuerto, Vampiro, Striker, Melissa Santos) pretty interesting. Here And there is the border to the trash, but that is also completely not to avoid the style. But out of the seasons crystallizes that the product is something to depend on the larger names. This is how you connect the quality of the show usually With Puma, Fenix, Pentagon & Co. Behindter it is colorful, but like too thin. Also the stories can be gradually and have no longer the compactness of the initial phase. About the start of Season 4 I was looking forward to, but the season probably act as a fingerwise, as it continues with Lu. Until then, it is an interesting product for me, which always produces good stories and matches, but also so his problems ha T. The first episodes of Season 4 underline this mixed impression very well. The Lu charm must be put back to stronger legs, if you want to stay in the business longer. Until then, Lucha Underground is a decent change in Wrestling everyday life. """,Mark,lucha underground filled a niche that nobody has seen before good business decision with a good concept the action very directly the setting atmospheric and the roster including cuerto vampiro striker melissa santos pretty interesting here and there is the border to the trash but that is also completely not to avoid the style but out of the seasons crystallizes that the product is something to depend on the larger names this is how you connect the quality of the show usually with puma fenix pentagon co behindter it is colorful but like too thin also the stories can be gradually and have no longer the compactness of the initial phase about the start of season i was looking forward to but the season probably act as a fingerwise as it continues with lu until then it is an interesting product for me which always produces good stories and matches but also so his problems ha t the first episodes of season underline this mixed impression very well the lu charm must be put back to stronger legs if you want to stay in the business longer until then lucha underground is a decent change in wrestling everyday life,199
2018-06-07,7.0," ""An interesting hybrid wrestling/adult drama unlike anything else. Sadly it's almost impossible to watch legally in the UK and I've been unable to watch it for the last few seasons. Production values of the ""backstage"" skits are second only to WWE but the crowd always feel like they've been bussed in to fill seats.  The in ring work is always very good, the hour long slot can sometimes lead to short matches but overall the shows never seem overlong which is the main problem with wrestling on TV these days.""",Mark,an interesting hybrid wrestlingadult drama unlike anything else sadly its almost impossible to watch legally in the uk and ive been unable to watch it for the last few seasons production values of the backstage skits are second only to wwe but the crowd always feel like theyve been bussed in to fill seats the in ring work is always very good the hour long slot can sometimes lead to short matches but overall the shows never seem overlong which is the main problem with wrestling on tv these days,90
2018-04-22,10.0," ""Corny cut scenes sure but that's part of the charm. It offers great character development with some real world scenarios instead of that happened last week forget about that wrestling logic. Melissa Santos who is the ring announcer was once attacked by one of the performers which was years ago now but she still looks nervous around said performer. it's little things like that, that really shape the characters and makes the feuds really pop.""",Mark,corny cut scenes sure but thats part of the charm it offers great character development with some real world scenarios instead of that happened last week forget about that wrestling logic melissa santos who is the ring announcer was once attacked by one of the performers which was years ago now but she still looks nervous around said performer its little things like that that really shape the characters and makes the feuds really pop,75
2018-03-17,8.0,"""Lucha Underground is already a pretty unique product that the boundaries between wrestling and series can be blurred. The presentation and also the storylines are really unique. The wrestlers are both known people from the indy area such as Cage, Mundo, Penta, Fenix ​​and others but also fewer acquaintances that one gave more awareness like Mack. The booking is very innovative. The storylines are not only long long long but they are also ancadowed and interlocking. In addition, I like to deal with women, unfortunately, with sexy star, the wrong false and Ivelisse or Taya would have been the better choice. If you would take all this together, I would give Lucha Underground 9 points. However, I would happen for the in-ring Give 7 points. Especially with the Ultima Luchas there are really good matches but rarely outstanding and sometimes you have All in the Weekly's time problems. That's why I consider a total of 8 points for a league, which has definitely changed the wrestling. """,Mark,lucha underground is already a pretty unique product that the boundaries between wrestling and series can be blurred the presentation and also the storylines are really unique the wrestlers are both known people from the indy area such as cage mundo penta fenix ​​and others but also fewer acquaintances that one gave more awareness like mack the booking is very innovative the storylines are not only long long long but they are also ancadowed and interlocking in addition i like to deal with women unfortunately with sexy star the wrong false and ivelisse or taya would have been the better choice if you would take all this together i would give lucha underground points however i would happen for the inring give points especially with the ultima luchas there are really good matches but rarely outstanding and sometimes you have all in the weeklys time problems thats why i consider a total of points for a league which has definitely changed the wrestling,163
