date,rating,comment_,mark?,comment_clean,total_words
2021-09-25,5.0," ""ROH back then was amazing. Having talents like CM Punk, Samoa Joe, Tyler Black (now Seth Rollins), AJ Styles, etc. You? d expect it to be an amazing promotion still. But there just is something dead about ROH now, it? s not really talked about and most of its top talent went to AEW. I don? t keep up with it anymore, but it? s still decent.""",Not a Mark,roh back then was amazing having talents like cm punk samoa joe tyler black now seth rollins aj styles etc you d expect it to be an amazing promotion still but there just is something dead about roh now it s not really talked about and most of its top talent went to aew i don t keep up with it anymore but it s still decent,67
2021-08-17,6.0," ""I hate ROH now but the mid-2000's ROH was perhaps one of the best promotions in the world at the time. Sensational talent, rational and logical booking, paced matches with minimal goofy indie traits...... just a great sports presentation of wrestling. I don't need to list the many stars that would go on to greater things here as you can easily see how many they were simply by who held their top titles. The decline came from trashy booking/WWE and co nabbing talent aggressively. Like ECW, they had to consistently throw in lesser and lesser talent into the main event scene (Williams, Elgin, etc) and Jay Lethal's fucking reign of terror over the belt dulled down the scene significantly with his boring bouts and dull persona. They've now got a really bad undercard full of indistinguishable plain wrestlers and a overreliance on guys who just weren't over like Rush has hurt their chances of getting a proper revival. ROH's prime was fairly short by comparison to other companies but it was a glorious time, and one they should be aiming to focus on in future instead of whatever nonsense they have now.""",Not a Mark,i hate roh now but the roh was perhaps one of the best promotions in the world at the time sensational talent rational and logical booking paced matches with minimal goofy indie traits just a great sports presentation of wrestling i dont need to list the many stars that would go on to greater things here as you can easily see how many they were simply by who held their top titles the decline came from trashy bookingwwe and co nabbing talent aggressively like ecw they had to consistently throw in lesser and lesser talent into the main event scene williams elgin etc and jay lethals fucking reign of terror over the belt dulled down the scene significantly with his boring bouts and dull persona theyve now got a really bad undercard full of indistinguishable plain wrestlers and a overreliance on guys who just werent over like rush has hurt their chances of getting a proper revival rohs prime was fairly short by comparison to other companies but it was a glorious time and one they should be aiming to focus on in future instead of whatever nonsense they have now,191
2021-07-29,10.0,"""For me after PWG the two-best league in America. Also in 2014, raw has a super strong radian if not as strong as in the past. Also the day teams are always well occupied. Raw makes easy the booking is almost always great,The storylines top, the crowd great, the matches are almost always all strong, the card at the events and ppvs is almost always very well occupied. The commentors are also great. The cooperation with NJPW was a great success both Raw / NJPW GlobalWars and Wars of the World are absolutely recommendable. Here at Roh, the wrestling is shown that you almost always miss in Main Stream Wrestling. Edit 29. 07. 2021 Make me 2021 raw still a lot of fun. Of course you have departuresThe years had that you can not replace it does not have to hide the current roster from the past. It's top people like Rush under contract. """,Mark,for me after pwg the twobest league in america also in raw has a super strong radian if not as strong as in the past also the day teams are always well occupied raw makes easy the booking is almost always greatthe storylines top the crowd great the matches are almost always all strong the card at the events and ppvs is almost always very well occupied the commentors are also great the cooperation with njpw was a great success both raw njpw globalwars and wars of the world are absolutely recommendable here at roh the wrestling is shown that you almost always miss in main stream wrestling edit  make me raw still a lot of fun of course you have departuresthe years had that you can not replace it does not have to hide the current roster from the past its top people like rush under contract,148
2021-07-28,8.0," ""ROH hit a rough spot in the last half decade due to bad booking, their roster getting poached, and the formation of AEW taking any remaining attention they had. Through the pandemic the company has started to see a slow turnaround. The booking is improving, the roster is getting better and there is a renewed focus on higher quality in ring wrestling again. It's not quite there yet and there are a few problem areas the company needs to fix (overly long PPV shows that end up being rushed being the primary issue) but it feels like they will get there again.""",Mark,roh hit a rough spot in the last half decade due to bad booking their roster getting poached and the formation of aew taking any remaining attention they had through the pandemic the company has started to see a slow turnaround the booking is improving the roster is getting better and there is a renewed focus on higher quality in ring wrestling again its not quite there yet and there are a few problem areas the company needs to fix overly long ppv shows that end up being rushed being the primary issue but it feels like they will get there again,102
2021-07-05,10.0," ""Bell to bell, dollar to dollar, the best promotion for a sports based presentation of pro wrestling. Join Honor club for the rich backlog of excellent events.""",Mark,bell to bell dollar to dollar the best promotion for a sports based presentation of pro wrestling join honor club for the rich backlog of excellent events,27
2021-04-21,10.0," ""This is probably the best american promotion that ever existed, their first 3 years were great, during their golden age they just rocked and although they had a couple of rough years during the 2010's they still managed to put legendary matches and feuds during these hard times, and now they're just slowly improving both in production standards and in-ring performances.""",Mark,this is probably the best american promotion that ever existed their first years were great during their golden age they just rocked and although they had a couple of rough years during the they still managed to put legendary matches and feuds during these hard times and now theyre just slowly improving both in production standards and inring performances,59
2021-01-01,6.0," ""A decade ago I would never dare to rate ROH this low but currently I would rather watch +20 wrestling promotion over this awful events.""",Not a Mark,a decade ago i would never dare to rate roh this low but currently i would rather watch wrestling promotion over this awful events,24
2020-12-31,10.0," ""I've always compared ROH to The Simpsons in the sense that it was legendary for a few years, but then fell off and became average-mediocre, to the point where there are now more mediocre years than great ones. ROH during the Gabe Sapolsky era was what I grew up on and is honestly my favorite period in wrestling. So no matter what they've done recently, I think I'll always have a fondness for the company considering it's given me most of my favorite matches of all-time. When Sapolsky was fired, there was a huge drop-off in quality and I eventually stopped watching in 2013 after losing interest. However, I've recently decided to go back and watch some 2014-2020 stuff that I missed and I've found there's quite a number of hidden gems in the catalogue. Nothing too amazing, but there are a lot of 4 star matches people never talk about. I've kind of made peace with the fact that ROH will never be as good as it used to be, but they still seem to have an eye for talent, as evidenced by the amount of guys who went on to become stars long after the Gabe Sapolsky era had ended.""",Mark,ive always compared roh to the simpsons in the sense that it was legendary for a few years but then fell off and became averagemediocre to the point where there are now more mediocre years than great ones roh during the gabe sapolsky era was what i grew up on and is honestly my favorite period in wrestling so no matter what theyve done recently i think ill always have a fondness for the company considering its given me most of my favorite matches of alltime when sapolsky was fired there was a huge dropoff in quality and i eventually stopped watching in after losing interest however ive recently decided to go back and watch some stuff that i missed and ive found theres quite a number of hidden gems in the catalogue nothing too amazing but there are a lot of star matches people never talk about ive kind of made peace with the fact that roh will never be as good as it used to be but they still seem to have an eye for talent as evidenced by the amount of guys who went on to become stars long after the gabe sapolsky era had ended,199
2020-12-13,6.0," ""Within the past two years I have seen dramatic improvement in ROH, their production and sound quality is near on par with WWE and their wrestling is excellently performed and in a lot of ways better than WWE. ROH has become much more accesible premiering on free internet based TV channels or even having their latest programs up on their website for free. The shows themselves are a bit more short and sweet like a UFC fight with opponent interviews but in a lot of ways this is refreshing from sitting and watching a 3 hour show, 1 hr of which is commercials and the other hour is content youve witnessed the week prior (cough cough WWE).""",Not a Mark,within the past two years i have seen dramatic improvement in roh their production and sound quality is near on par with wwe and their wrestling is excellently performed and in a lot of ways better than wwe roh has become much more accesible premiering on free internet based tv channels or even having their latest programs up on their website for free the shows themselves are a bit more short and sweet like a ufc fight with opponent interviews but in a lot of ways this is refreshing from sitting and watching a hour show hr of which is commercials and the other hour is content youve witnessed the week prior cough cough wwe,115
2020-04-12,10.0," ""This is the first company I discovered while looking for something different than McMahon's product. From the very first moment I fell in love with ROH. Their shows had me excited from start to finish. Their fanbase was always great. All these chants from the audience, their support and admiration of these athletes was contagious. I see myself sitting in front of my TV screen shouting out loud: ""Holy sh*t! Holy sh*t! That was awesome! "". I guess Ring of Honor always had the best roster. So many great talents: The Briscoes, Jay Lethal, Michael Elgin, Kyle O'Reilly, Austin Aries, The Young Bucks, Addiction and many more. I love this company.""",Mark,this is the first company i discovered while looking for something different than mcmahons product from the very first moment i fell in love with roh their shows had me excited from start to finish their fanbase was always great all these chants from the audience their support and admiration of these athletes was contagious i see myself sitting in front of my tv screen shouting out loud holy sht holy sht that was awesome i guess ring of honor always had the best roster so many great talents the briscoes jay lethal michael elgin kyle oreilly austin aries the young bucks addiction and many more i love this company,110
2020-10-25,6.0," ""Ring of Honor still have the feeling of the 2010's (in a good way). They had a small, but a really athletic roster and they really know how to work with them, despite the fact they put too much outsiders over their homegrown talents. In 2020, you can't really look down at ROH, yes they had 3 bad years in a row, but this is in the past, right now they are trying to do their best and the ROH Pure Title Tournament is a proof.""",Not a Mark,ring of honor still have the feeling of the in a good way they had a small but a really athletic roster and they really know how to work with them despite the fact they put too much outsiders over their homegrown talents in you cant really look down at roh yes they had bad years in a row but this is in the past right now they are trying to do their best and the roh pure title tournament is a proof,83
2020-06-10,7.0,"""You try to build the product back to ancient times again. Unfortunately, it does not do that yet, that's why Roh's raw is in front of him. But can imagine that they could get more relevant in the future.""",Mark,you try to build the product back to ancient times again unfortunately it does not do that yet thats why rohs raw is in front of him but can imagine that they could get more relevant in the future,39
2020-06-01,6.0,"""Unfortunately, Ring of Honor is no longer what they were. They have experienced a very strong time and were constant always considerable. But unfortunately the product does not really like the product, which is why I hope that you will soon get the curve again. Nevertheless,Raw does not hide because as Talentschmiede you are definitely great. """,Not a Mark,unfortunately ring of honor is no longer what they were they have experienced a very strong time and were constant always considerable but unfortunately the product does not really like the product which is why i hope that you will soon get the curve again neverthelessraw does not hide because as talentschmiede you are definitely great,56
2019-09-11,5.0," ""From pro wrestling epics & great storylines to spotfests & stories that doesn't captivate the fans. ROH was the best pro wrestling promotion in North America from 2004 till 2009. I guess big names like Bryan, Nigel & Joe leaving did them no favour + Gabe leaving affected their storytelling a lot. They did some good job after 2009 (El Generico/Kevin Steen storyline for example) but it never felt the same. Since the start of their collab with NJPW the downfall begun, they didn't made any stars to rely on & after the relationship ends with NJPW & it will end, ROH will be at the state of clinical death.""",Not a Mark,from pro wrestling epics great storylines to spotfests stories that doesnt captivate the fans roh was the best pro wrestling promotion in north america from till i guess big names like bryan nigel joe leaving did them no favour gabe leaving affected their storytelling a lot they did some good job after el genericokevin steen storyline for example but it never felt the same since the start of their collab with njpw the downfall begun they didnt made any stars to rely on after the relationship ends with njpw it will end roh will be at the state of clinical death,101
2019-02-11,6.0," ""From the time of Bryan, Nigel McGuinness, CM Punk, Austin Aries, etc it has downgrade a lot and constantly fail at delivering great match and shows although they have Rush as champion. Overall it has not been great. The only reason it gets a 6 is because of its past.""",Not a Mark,from the time of bryan nigel mcguinness cm punk austin aries etc it has downgrade a lot and constantly fail at delivering great match and shows although they have rush as champion overall it has not been great the only reason it gets a is because of its past,49
2019-10-18,9.0,"""Raw is of course you are no longer as strong as your high phase, but today you are by no means completely weak and the past of raw is just too strong to rate the league in total, especially if many thanks to nostalgia Even the WWE rated very well. In 2002 and 2003 the early years were not the strongest, but already then they just had an extremely crassed roster and some ingenious matches. The high phase was then about 2004-2008. During this time they had them with the Best wrestling product I know at all. Alone The Roster was incredible with Samoa Joe, CM Punk, Bryan Danielson, Nigel McGuinness, Austin Aries, Jimmy Jacobs, BJ Whitmer, Christopher Daniels, Homicide, the Noah Guys and and. There was hardly any A stronger roster and the matches of this time were accordingly strong, so many 5 star matches. The booking was just awesome, it has been like a sport. The champions goods N incredibly strong, the titles held eternal and there was a crass competition so everyone got his title matches. Alone the years of head and head race between Danielson and McGuinness is perhaps the best rivalry I know. And the cooperation with Noah has brought them very much and gave us so ingenious matches like Joe VS Kobashi or Kenta vs Danielson. Certainly, it was slowly downhill, which above all lies that many wrestlers went to other leagues, but it still has always built new stars. Alone the wrestlers who are the top talents in the WWE today come almost all of Roh: Rollins, Steen, Generico, Cesaro, Cole, Kyle O'Reilly etc. What has made them strong in recent years, certainly the Cooperation with NJPW, which has not delivered to us like Noah then, but in succession to the popularity of NJPW outside Japan. """,Mark,raw is of course you are no longer as strong as your high phase but today you are by no means completely weak and the past of raw is just too strong to rate the league in total especially if many thanks to nostalgia even the wwe rated very well in and the early years were not the strongest but already then they just had an extremely crassed roster and some ingenious matches the high phase was then about during this time they had them with the best wrestling product i know at all alone the roster was incredible with samoa joe cm punk bryan danielson nigel mcguinness austin aries jimmy jacobs bj whitmer christopher daniels homicide the noah guys and and there was hardly any a stronger roster and the matches of this time were accordingly strong so many star matches the booking was just awesome it has been like a sport the champions goods n incredibly strong the titles held eternal and there was a crass competition so everyone got his title matches alone the years of head and head race between danielson and mcguinness is perhaps the best rivalry i know and the cooperation with noah has brought them very much and gave us so ingenious matches like joe vs kobashi or kenta vs danielson certainly it was slowly downhill which above all lies that many wrestlers went to other leagues but it still has always built new stars alone the wrestlers who are the top talents in the wwe today come almost all of roh rollins steen generico cesaro cole kyle oreilly etc what has made them strong in recent years certainly the cooperation with njpw which has not delivered to us like noah then but in succession to the popularity of njpw outside japan,299
2019-01-10,7.0," ""Like Stardom they used to be really really good, a great promotion filled with great talent, trailblazers in modern wrestling. Then the ""decline"" started but unlike Stardom they are really struggling to get back on their feet. Their offering over the past couple of years has been a mixed bag with average declining quality, a far cry from the days when Samoa Joe was beating up people left and right (and making everybody look good in the process) or when their tag team division was the best in the world. After hitting a low point in the show they co-produced with NJPW they are trying to bounce back: they have hired a lot of great talent from Mexico and seem to be making a serious effort to improve match quality. Best luck to them, we need a fallback plan in case AEW blows up.""",Mark,like stardom they used to be really really good a great promotion filled with great talent trailblazers in modern wrestling then the decline started but unlike stardom they are really struggling to get back on their feet their offering over the past couple of years has been a mixed bag with average declining quality a far cry from the days when samoa joe was beating up people left and right and making everybody look good in the process or when their tag team division was the best in the world after hitting a low point in the show they coproduced with njpw they are trying to bounce back they have hired a lot of great talent from mexico and seem to be making a serious effort to improve match quality best luck to them we need a fallback plan in case aew blows up,144
2019-09-18,6.0,"""Update // RoHS influence on today's US mainstream wrestling is huge. The match quality of the early years is considerably strong and the number of classics absolutely immense. But the wedding of the league is unfortunately loosely over 10 years ago. Also document the evaluations in the Matchguide and the events. The time of highlights is over. The events become more, but in total much weaker and interchangeable. You do not produce any self-plants, but in the highly contested market behind the WWE much too often the look. Whether now compared to the US Indys or just NJPW. Despite partnership, a real competition has grown here, which is currently causing the rusted problems. If the partnership has been for years for boredom and idealessness for the booking, the talents hike sometimes permanently to Japan. Offspring is not produced. Real Draws with exclusive contracts are barely available. All title pictures have become boring in 2018. di E Negative tendency from 2017 unfortunately continued. The further high output in the context of the Honor Club Introduction also ensures that you slip into the redundancy. Hardly recognizable with these shows, highlights set maximum the Bucks, PAGE, Lethal or guest worker from Japan. That's too little, if raw wants to make the next step forward again. Hard to believe, but I even look even more ambitious at the moment. Without NJPW, raw would probably already be a shadow of his big history. Summer 2018: For raw, it goes down from 8 to 7 points. Late summer 2019: Unfortunately, raw does not catch, tired TV tapings, no interesting stories, no offspring, barely Draws, tough events and so raw loses raw in a wrestling landscape that would still have room for such a product. """,Not a Mark,update rohs influence on todays us mainstream wrestling is huge the match quality of the early years is considerably strong and the number of classics absolutely immense but the wedding of the league is unfortunately loosely over years ago also document the evaluations in the matchguide and the events the time of highlights is over the events become more but in total much weaker and interchangeable you do not produce any selfplants but in the highly contested market behind the wwe much too often the look whether now compared to the us indys or just njpw despite partnership a real competition has grown here which is currently causing the rusted problems if the partnership has been for years for boredom and idealessness for the booking the talents hike sometimes permanently to japan offspring is not produced real draws with exclusive contracts are barely available all title pictures have become boring in di e negative tendency from unfortunately continued the further high output in the context of the honor club introduction also ensures that you slip into the redundancy hardly recognizable with these shows highlights set maximum the bucks page lethal or guest worker from japan thats too little if raw wants to make the next step forward again hard to believe but i even look even more ambitious at the moment without njpw raw would probably already be a shadow of his big history summer for raw it goes down from to points late summer unfortunately raw does not catch tired tv tapings no interesting stories no offspring barely draws tough events and so raw loses raw in a wrestling landscape that would still have room for such a product,280
2019-12-07,4.0," ""ROH was at some point a great wrestling company that gave us some classics but these days are way behind us. Even when The Elite guys were still there I thought the company sucked. They have a few good wrestlers but can't use them in an exciting way. Currently their top champion is Matt Taven, wich is very telling. Nobody cares about him. This is the worst wrestling promotion I know right now, and the way they almost killed the G1 Supercard is impressive. Just unwatchable.""",Not a Mark,roh was at some point a great wrestling company that gave us some classics but these days are way behind us even when the elite guys were still there i thought the company sucked they have a few good wrestlers but cant use them in an exciting way currently their top champion is matt taven wich is very telling nobody cares about him this is the worst wrestling promotion i know right now and the way they almost killed the supercard is impressive just unwatchable,85
2019-05-14,8.0," ""In its prime Ring Of Honor would be a 10. At one point in time, it was putting on some of the best matches in pro wrestling. Unfortunately, modern day ROH is nothing to rave about. It's fairly standard and is missing something. Still a good promotion.""",Mark,in its prime ring of honor would be a at one point in time it was putting on some of the best matches in pro wrestling unfortunately modern day roh is nothing to rave about its fairly standard and is missing something still a good promotion,46
2019-07-04,4.0," ""Ring of Honor used to be the place to go for great indie wrestling. These days it feels like a hollow shell of a formerly great promotion that somehow keeps chugging along despite a serious lack of innovation.""",Not a Mark,ring of honor used to be the place to go for great indie wrestling these days it feels like a hollow shell of a formerly great promotion that somehow keeps chugging along despite a serious lack of innovation,38
2019-03-20,8.0," ""I have been a ROH fan since 2004 and I still enjoy what they offer, although it has undoubtedly been a roller coaster at times. The Cornette/Pearce era almost destroyed the company but they have had the ability to recover and now offer a solid product, which has to deal with the constant departure of wrestlers. I particularly like that they have tried to stay away from the flashy indie style that predominates elsewhere and they care about giving their talents an identity.""",Mark,i have been a roh fan since and i still enjoy what they offer although it has undoubtedly been a roller coaster at times the cornettepearce era almost destroyed the company but they have had the ability to recover and now offer a solid product which has to deal with the constant departure of wrestlers i particularly like that they have tried to stay away from the flashy indie style that predominates elsewhere and they care about giving their talents an identity,82
2018-04-10,8.0," ""I like this company , they make high quality matches , as their wrestlers said , wrestlers have more space as some companies like wwe so this can make ROH good. Also they get many wrestler from all over world. But Story lines not good like matches.""",Mark,i like this company they make high quality matches as their wrestlers said wrestlers have more space as some companies like wwe so this can make roh good also they get many wrestler from all over world but story lines not good like matches,44
2018-09-21,6.0," ""ROH has fallen far from the lofty peak it enjoyed during its heyday. Talent aside, the root of ROH's problems stem from the fact that they never got a booker who could do the job to the level that Gabe Sapolsky did. Whatever you thought of Sapolsky's booking, the fact remains that ROH never found someone like Gabe, who could make the most out of the least, given the hit-and-miss level of talent they brought in. Adam Pearce was terrible, and neither Jim Cornette nor Delerious showed themselves to be up to the task.""",Not a Mark,roh has fallen far from the lofty peak it enjoyed during its heyday talent aside the root of rohs problems stem from the fact that they never got a booker who could do the job to the level that gabe sapolsky did whatever you thought of sapolskys booking the fact remains that roh never found someone like gabe who could make the most out of the least given the hitandmiss level of talent they brought in adam pearce was terrible and neither jim cornette nor delerious showed themselves to be up to the task,94
2018-06-20,6.0," ""At one point the center of innovation for American pro wrestling, now just an abysmal shell of its former self that exists mainly to build New Japan shows. ROH hasn't developed a new star in several years now, and all of their problems just seem to keep getting worse. Just a very mediocre product from a company that used to be incapable of such. Full of more old wrestlers on the way down than Impact even.""",Not a Mark,at one point the center of innovation for american pro wrestling now just an abysmal shell of its former self that exists mainly to build new japan shows roh hasnt developed a new star in several years now and all of their problems just seem to keep getting worse just a very mediocre product from a company that used to be incapable of such full of more old wrestlers on the way down than impact even,76
